season,team_abbrv,coach_name,games_coached,games_W,games_L,playoff_games,playoff_games_W,playoff_games_L,team_coach_number,seasons_with_team,new_coach
1960,BOS,Red Auerbach,75,59,16,13,8,5,1,10,0
1960,CIN,Tom Marshall,75,19,56,0,0,0,1,2,0
1960,DET,Red Rocha,34,13,21,0,0,0,1,3,0
1960,DET,Dick McGuire,41,17,24,2,0,2,2,1,1
1960,MNL,John Castellani,36,11,25,0,0,0,1,1,1
1960,MNL,Jim Pollard,39,14,25,9,5,4,2,1,1
1960,NYK,Andrew Levane,27,8,19,0,0,0,1,2,0
1960,NYK,Carl Braun,48,19,29,0,0,0,2,1,1
1960,PHW,Neil Johnston,75,49,26,9,4,5,1,1,1
1960,STL,Ed Macauley,75,46,29,14,7,7,1,2,0
1960,SYR,Paul Seymour,75,45,30,3,1,2,1,4,0
1961,BOS,Red Auerbach,79,57,22,10,8,2,1,11,0
1961,CIN,Charles Wolf,79,33,46,0,0,0,1,1,1
1961,DET,Dick McGuire,79,34,45,5,2,3,1,2,0
1961,LAL,Fred Schaus,79,36,43,12,6,6,1,1,1
1961,NYK,Carl Braun,79,21,58,0,0,0,1,2,0
1961,PHW,Neil Johnston,79,46,33,3,0,3,1,2,0
1961,STL,Paul Seymour,79,51,28,12,5,7,1,1,1
1961,SYR,Alex Hannum,79,38,41,8,4,4,1,1,1
1962,BOS,Red Auerbach,80,60,20,14,8,6,1,12,0
1962,CHP,Jim Pollard,80,18,62,0,0,0,1,1,1
1962,CIN,Charles Wolf,80,43,37,4,1,3,1,2,0
1962,DET,Dick McGuire,80,37,43,10,5,5,1,3,0
1962,LAL,Fred Schaus,80,54,26,13,7,6,1,2,0
1962,NYK,Eddie Donovan,80,29,51,0,0,0,1,1,1
1962,PHW,Frank McGuire,80,49,31,12,6,6,1,1,1
1962,STL,Paul Seymour,14,5,9,0,0,0,1,2,0
1962,STL,Andrew Levane,60,20,40,0,0,0,2,3,0
1962,STL,Bob Pettit,6,4,2,0,0,0,3,1,1
1962,SYR,Alex Hannum,80,41,39,5,2,3,1,2,0
1963,BOS,Red Auerbach,80,58,22,13,8,5,1,13,0
1963,CHZ,Jack McMahon,38,12,26,0,0,0,1,1,1
1963,CHZ,Slick Leonard,42,13,29,0,0,0,2,1,1
1963,CIN,Charles Wolf,80,42,38,12,6,6,1,3,0
1963,DET,Dick McGuire,80,34,46,4,1,3,1,4,0
1963,LAL,Fred Schaus,80,53,27,13,6,7,1,3,0
1963,NYK,Eddie Donovan,80,21,59,0,0,0,1,2,0
1963,SFW,Bob Feerick,80,31,49,0,0,0,1,1,1
1963,STL,Harry Gallatin,80,48,32,11,6,5,1,1,1
1963,SYR,Alex Hannum,80,48,32,5,2,3,1,3,0
1964,BAL,Slick Leonard,80,31,49,0,0,0,1,2,0
1964,BOS,Red Auerbach,80,59,21,10,8,2,1,14,0
1964,CIN,Jack McMahon,80,55,25,10,4,6,1,1,1
1964,DET,Charles Wolf,80,23,57,0,0,0,1,1,1
1964,LAL,Fred Schaus,80,42,38,5,2,3,1,4,0
1964,NYK,Eddie Donovan,80,22,58,0,0,0,1,3,0
1964,PHI,Dolph Schayes,80,34,46,5,2,3,1,1,1
1964,SFW,Alex Hannum,80,48,32,12,5,7,1,1,1
1964,STL,Harry Gallatin,80,46,34,12,6,6,1,2,0
1965,BAL,Buddy Jeannette,80,37,43,10,5,5,1,1,1
1965,BOS,Red Auerbach,80,62,18,12,8,4,1,15,0
1965,CIN,Jack McMahon,80,48,32,4,1,3,1,2,0
1965,DET,Charles Wolf,11,2,9,0,0,0,1,2,0
1965,DET,Dave DeBusschere,69,29,40,0,0,0,2,1,1
1965,LAL,Fred Schaus,80,49,31,11,5,6,1,5,0
1965,NYK,Eddie Donovan,38,12,26,0,0,0,1,4,0
1965,NYK,Harry Gallatin,42,19,23,0,0,0,2,1,1
1965,PHI,Dolph Schayes,80,40,40,11,6,5,1,2,0
1965,SFW,Alex Hannum,80,17,63,0,0,0,1,2,0
1965,STL,Harry Gallatin,33,17,16,0,0,0,1,3,0
1965,STL,Richie Guerin,47,28,19,4,1,3,2,1,1
1966,BAL,Paul Seymour,80,38,42,3,0,3,1,1,1
1966,BOS,Red Auerbach,80,54,26,17,11,6,1,16,0
1966,CIN,Jack McMahon,80,45,35,5,2,3,1,3,0
1966,DET,Dave DeBusschere,80,22,58,0,0,0,1,2,0
1966,LAL,Fred Schaus,80,45,35,14,7,7,1,6,0
1966,NYK,Harry Gallatin,21,6,15,0,0,0,1,2,0
1966,NYK,Dick McGuire,59,24,35,0,0,0,2,1,1
1966,PHI,Dolph Schayes,80,55,25,5,1,4,1,3,0
1966,SFW,Alex Hannum,80,35,45,0,0,0,1,3,0
1966,STL,Richie Guerin,80,36,44,10,6,4,1,2,0
1967,BAL,Mike Farmer,9,1,8,0,0,0,1,1,1
1967,BAL,Buddy Jeannette,16,3,13,0,0,0,2,2,0
1967,BAL,Gene Shue,56,16,40,0,0,0,3,1,1
1967,BOS,Bill Russell,81,60,21,9,4,5,1,1,1
1967,CHI,Red Kerr,81,33,48,3,0,3,1,1,1
1967,CIN,Jack McMahon,81,39,42,4,1,3,1,4,0
1967,DET,Dave DeBusschere,73,28,45,0,0,0,1,3,0
1967,DET,Donnie Butcher,8,2,6,0,0,0,2,1,1
1967,LAL,Fred Schaus,81,36,45,3,0,3,1,7,0
1967,NYK,Dick McGuire,81,36,45,4,1,3,1,2,0
1967,PHI,Alex Hannum,81,68,13,15,11,4,1,4,0
1967,SFW,Bill Sharman,81,44,37,15,9,6,1,1,1
1967,STL,Richie Guerin,81,39,42,9,5,4,1,3,0
1968,BAL,Gene Shue,82,36,46,0,0,0,1,2,0
1968,BOS,Bill Russell,82,54,28,19,12,7,1,2,0
1968,CHI,Red Kerr,82,29,53,5,1,4,1,2,0
1968,CIN,Ed Jucker,82,39,43,0,0,0,1,1,1
1968,DET,Donnie Butcher,82,40,42,6,2,4,1,2,0
1968,LAL,Butch van Breda Kolff,82,52,30,15,10,5,1,1,1
1968,NYK,Dick McGuire,38,15,23,0,0,0,1,3,0
1968,NYK,Red Holzman,44,28,16,6,2,4,2,1,1
1968,PHI,Alex Hannum,82,62,20,13,7,6,1,5,0
1968,SDR,Jack McMahon,82,15,67,0,0,0,1,1,1
1968,SEA,Al Bianchi,82,23,59,0,0,0,1,1,1
1968,SFW,Bill Sharman,82,43,39,10,4,6,1,2,0
1968,STL,Richie Guerin,82,56,26,6,2,4,1,4,0
1969,ATL,Richie Guerin,82,48,34,11,5,6,1,5,0
1969,BAL,Gene Shue,82,57,25,4,0,4,1,3,0
1969,BOS,Bill Russell,82,48,34,18,12,6,1,3,0
1969,CHI,Dick Motta,82,33,49,0,0,0,1,1,1
1969,CIN,Ed Jucker,82,41,41,0,0,0,1,2,0
1969,DET,Donnie Butcher,22,10,12,0,0,0,1,3,0
1969,DET,Paul Seymour,60,22,38,0,0,0,2,1,1
1969,LAL,Butch van Breda Kolff,82,55,27,18,11,7,1,2,0
1969,MIL,Larry Costello,82,27,55,0,0,0,1,1,1
1969,NYK,Red Holzman,82,54,28,10,6,4,1,2,0
1969,PHI,Jack Ramsay,82,55,27,5,1,4,1,1,1
1969,PHO,Red Kerr,82,16,66,0,0,0,1,1,1
1969,SDR,Jack McMahon,82,37,45,6,2,4,1,2,0
1969,SEA,Al Bianchi,82,30,52,0,0,0,1,2,0
1969,SFW,George Lee,82,41,41,6,2,4,1,1,1
1970,ATL,Richie Guerin,82,48,34,9,4,5,1,6,0
1970,BAL,Gene Shue,82,50,32,7,3,4,1,4,0
1970,BOS,Tom Heinsohn,82,34,48,0,0,0,1,1,1
1970,CHI,Dick Motta,82,39,43,5,1,4,1,2,0
1970,CIN,Bob Cousy,82,36,46,0,0,0,1,1,1
1970,DET,Butch van Breda Kolff,82,31,51,0,0,0,1,1,1
1970,LAL,Joe Mullaney,82,46,36,18,11,7,1,1,1
1970,MIL,Larry Costello,82,56,26,10,5,5,1,2,0
1970,NYK,Red Holzman,82,60,22,19,12,7,1,3,0
1970,PHI,Jack Ramsay,82,42,40,5,1,4,1,2,0
1970,PHO,Red Kerr,38,15,23,0,0,0,1,2,0
1970,PHO,Jerry Colangelo,44,24,20,7,3,4,2,1,1
1970,SDR,Jack McMahon,26,9,17,0,0,0,1,3,0
1970,SDR,Alex Hannum,56,18,38,0,0,0,2,1,1
1970,SEA,Lenny Wilkens,82,36,46,0,0,0,1,1,1
1970,SFW,George Lee,52,22,30,0,0,0,1,2,0
1970,SFW,Al Attles,30,8,22,0,0,0,2,1,1
1971,ATL,Richie Guerin,82,36,46,5,1,4,1,7,0
1971,BAL,Gene Shue,82,42,40,18,8,10,1,5,0
1971,BOS,Tom Heinsohn,82,44,38,0,0,0,1,2,0
1971,BUF,Dolph Schayes,82,22,60,0,0,0,1,1,1
1971,CHI,Dick Motta,82,51,31,7,3,4,1,3,0
1971,CIN,Bob Cousy,82,33,49,0,0,0,1,2,0
1971,CLE,Bill Fitch,82,15,67,0,0,0,1,1,1
1971,DET,Butch van Breda Kolff,82,45,37,0,0,0,1,2,0
1971,LAL,Joe Mullaney,82,48,34,12,5,7,1,2,0
1971,MIL,Larry Costello,82,66,16,14,12,2,1,3,0
1971,NYK,Red Holzman,82,52,30,12,7,5,1,4,0
1971,PHI,Jack Ramsay,82,47,35,7,3,4,1,3,0
1971,PHO,Cotton Fitzsimmons,82,48,34,0,0,0,1,1,1
1971,POR,Rolland Todd,82,29,53,0,0,0,1,1,1
1971,SDR,Alex Hannum,82,40,42,0,0,0,1,2,0
1971,SEA,Lenny Wilkens,82,38,44,0,0,0,1,2,0
1971,SFW,Al Attles,82,41,41,5,1,4,1,2,0
1972,ATL,Richie Guerin,82,36,46,6,2,4,1,8,0
1972,BAL,Gene Shue,82,38,44,6,2,4,1,6,0
1972,BOS,Tom Heinsohn,82,56,26,11,5,6,1,3,0
1972,BUF,Dolph Schayes,1,0,1,0,0,0,1,2,0
1972,BUF,Johnny McCarthy,81,22,59,0,0,0,2,1,1
1972,CHI,Dick Motta,82,57,25,4,0,4,1,4,0
1972,CIN,Bob Cousy,82,30,52,0,0,0,1,3,0
1972,CLE,Bill Fitch,82,23,59,0,0,0,1,2,0
1972,DET,Butch van Breda Kolff,10,6,4,0,0,0,1,3,0
1972,DET,Terry Dischinger,2,0,2,0,0,0,2,1,1
1972,DET,Earl Lloyd,70,20,50,0,0,0,3,1,1
1972,GSW,Al Attles,82,51,31,5,1,4,1,3,0
1972,HOU,Tex Winter,82,34,48,0,0,0,1,1,1
1972,LAL,Bill Sharman,82,69,13,15,12,3,1,1,1
1972,MIL,Larry Costello,82,63,19,11,6,5,1,4,0
1972,NYK,Red Holzman,82,48,34,16,9,7,1,5,0
1972,PHI,Jack Ramsay,82,30,52,0,0,0,1,4,0
1972,PHO,Cotton Fitzsimmons,82,49,33,0,0,0,1,2,0
1972,POR,Rolland Todd,56,12,44,0,0,0,1,2,0
1972,POR,Stu Inman,26,6,20,0,0,0,2,1,1
1972,SEA,Lenny Wilkens,82,47,35,0,0,0,1,3,0
1973,ATL,Cotton Fitzsimmons,82,46,36,6,2,4,1,1,1
1973,BAL,Gene Shue,82,52,30,5,1,4,1,7,0
1973,BOS,Tom Heinsohn,82,68,14,13,7,6,1,4,0
1973,BUF,Jack Ramsay,82,21,61,0,0,0,1,1,1
1973,CHI,Dick Motta,82,51,31,7,3,4,1,5,0
1973,CLE,Bill Fitch,82,32,50,0,0,0,1,3,0
1973,DET,Earl Lloyd,7,2,5,0,0,0,1,2,0
1973,DET,Ray Scott,75,38,37,0,0,0,2,1,1
1973,GSW,Al Attles,82,47,35,11,5,6,1,4,0
1973,HOU,Tex Winter,47,17,30,0,0,0,1,2,0
1973,HOU,Johnny Egan,35,16,19,0,0,0,2,1,1
1973,KCO,Bob Cousy,82,36,46,0,0,0,1,4,0
1973,LAL,Bill Sharman,82,60,22,17,9,8,1,2,0
1973,MIL,Larry Costello,82,60,22,6,2,4,1,5,0
1973,NYK,Red Holzman,82,57,25,17,12,5,1,6,0
1973,PHI,Roy Rubin,51,4,47,0,0,0,1,1,1
1973,PHI,Kevin Loughery,31,5,26,0,0,0,2,1,1
1973,PHO,Butch van Breda Kolff,7,3,4,0,0,0,1,1,1
1973,PHO,Jerry Colangelo,75,35,40,0,0,0,2,2,0
1973,POR,Jack McCloskey,82,21,61,0,0,0,1,1,1
1973,SEA,Tom Nissalke,45,13,32,0,0,0,1,1,1
1973,SEA,Bucky Buckwalter,37,13,24,0,0,0,2,1,1
1974,ATL,Cotton Fitzsimmons,82,35,47,0,0,0,1,2,0
1974,BOS,Tom Heinsohn,82,56,26,18,12,6,1,5,0
1974,BUF,Jack Ramsay,82,42,40,6,2,4,1,2,0
1974,CAP,K.C. Jones,82,47,35,7,3,4,1,1,1
1974,CHI,Dick Motta,82,54,28,11,4,7,1,6,0
1974,CLE,Bill Fitch,82,29,53,0,0,0,1,4,0
1974,DET,Ray Scott,82,52,30,7,3,4,1,2,0
1974,GSW,Al Attles,82,44,38,0,0,0,1,5,0
1974,HOU,Johnny Egan,82,32,50,0,0,0,1,2,0
1974,KCO,Bob Cousy,20,6,14,0,0,0,1,5,0
1974,KCO,Draff Young,4,0,4,0,0,0,2,1,1
1974,KCO,Phil Johnson,58,27,31,0,0,0,3,1,1
1974,LAL,Bill Sharman,82,47,35,5,1,4,1,3,0
1974,MIL,Larry Costello,82,59,23,16,11,5,1,6,0
1974,NYK,Red Holzman,82,49,33,12,5,7,1,7,0
1974,PHI,Gene Shue,82,25,57,0,0,0,1,1,1
1974,PHO,John MacLeod,82,30,52,0,0,0,1,1,1
1974,POR,Jack McCloskey,82,27,55,0,0,0,1,2,0
1974,SEA,Bill Russell,82,36,46,0,0,0,1,1,1
1975,ATL,Cotton Fitzsimmons,82,31,51,0,0,0,1,3,0
1975,BOS,Tom Heinsohn,82,60,22,11,6,5,1,6,0
1975,BUF,Jack Ramsay,82,49,33,7,3,4,1,3,0
1975,CHI,Dick Motta,82,47,35,13,7,6,1,7,0
1975,CLE,Bill Fitch,82,40,42,0,0,0,1,5,0
1975,DET,Ray Scott,82,40,42,3,1,2,1,3,0
1975,GSW,Al Attles,82,48,34,17,12,5,1,6,0
1975,HOU,Johnny Egan,82,41,41,8,3,5,1,3,0
1975,KCO,Phil Johnson,82,44,38,6,2,4,1,2,0
1975,LAL,Bill Sharman,82,30,52,0,0,0,1,4,0
1975,MIL,Larry Costello,82,38,44,0,0,0,1,7,0
1975,NOJ,Scotty Robertson,15,1,14,0,0,0,1,1,1
1975,NOJ,Elgin Baylor,1,0,1,0,0,0,2,1,1
1975,NOJ,Butch van Breda Kolff,66,22,44,0,0,0,3,1,1
1975,NYK,Red Holzman,82,40,42,3,1,2,1,8,0
1975,PHI,Gene Shue,82,34,48,0,0,0,1,2,0
1975,PHO,John MacLeod,82,32,50,0,0,0,1,2,0
1975,POR,Lenny Wilkens,82,38,44,0,0,0,1,1,1
1975,SEA,Bill Russell,82,43,39,9,4,5,1,2,0
1975,WSB,K.C. Jones,82,60,22,17,8,9,1,2,0
1976,ATL,Cotton Fitzsimmons,74,28,46,0,0,0,1,4,0
1976,ATL,Gene Tormohlen,8,1,7,0,0,0,2,1,1
1976,BOS,Tom Heinsohn,82,54,28,18,12,6,1,7,0
1976,BUF,Jack Ramsay,82,46,36,9,4,5,1,4,0
1976,CHI,Dick Motta,82,24,58,0,0,0,1,8,0
1976,CLE,Bill Fitch,82,49,33,13,6,7,1,6,0
1976,DET,Ray Scott,42,17,25,0,0,0,1,4,0
1976,DET,Herb Brown,40,19,21,9,4,5,2,1,1
1976,GSW,Al Attles,82,59,23,13,7,6,1,7,0
1976,HOU,Johnny Egan,82,40,42,0,0,0,1,4,0
1976,KCK,Phil Johnson,82,31,51,0,0,0,1,3,0
1976,LAL,Bill Sharman,82,40,42,0,0,0,1,5,0
1976,MIL,Larry Costello,82,38,44,3,1,2,1,8,0
1976,NOJ,Butch van Breda Kolff,82,38,44,0,0,0,1,2,0
1976,NYK,Red Holzman,82,38,44,0,0,0,1,9,0
1976,PHI,Gene Shue,82,46,36,3,1,2,1,3,0
1976,PHO,John MacLeod,82,42,40,19,10,9,1,3,0
1976,POR,Lenny Wilkens,82,37,45,0,0,0,1,2,0
1976,SEA,Bill Russell,82,43,39,6,2,4,1,3,0
1976,WSB,K.C. Jones,82,48,34,7,3,4,1,3,0
1977,ATL,Hubie Brown,82,31,51,0,0,0,1,1,1
1977,BOS,Tom Heinsohn,82,44,38,9,5,4,1,8,0
1977,BUF,Tates Locke,46,16,30,0,0,0,1,1,1
1977,BUF,Bob MacKinnon,7,3,4,0,0,0,2,1,1
1977,BUF,Joe Mullaney,29,11,18,0,0,0,3,1,1
1977,CHI,Ed Badger,82,44,38,3,1,2,1,1,1
1977,CLE,Bill Fitch,82,43,39,3,1,2,1,7,0
1977,DEN,Larry Brown,82,50,32,6,2,4,1,3,0
1977,DET,Herb Brown,82,44,38,3,1,2,1,2,0
1977,GSW,Al Attles,82,46,36,10,5,5,1,8,0
1977,HOU,Tom Nissalke,82,49,33,12,6,6,1,1,1
1977,IND,Slick Leonard,82,36,46,0,0,0,1,9,0
1977,KCK,Phil Johnson,82,40,42,0,0,0,1,4,0
1977,LAL,Jerry West,82,53,29,11,4,7,1,1,1
1977,MIL,Larry Costello,18,3,15,0,0,0,1,9,0
1977,MIL,Don Nelson,64,27,37,0,0,0,2,1,1
1977,NOJ,Butch van Breda Kolff,26,14,12,0,0,0,1,3,0
1977,NOJ,Elgin Baylor,56,21,35,0,0,0,2,2,0
1977,NYK,Red Holzman,82,40,42,0,0,0,1,10,0
1977,NYN,Kevin Loughery,82,22,60,0,0,0,1,4,0
1977,PHI,Gene Shue,82,50,32,19,10,9,1,4,0
1977,PHO,John MacLeod,82,34,48,0,0,0,1,4,0
1977,POR,Jack Ramsay,82,49,33,19,14,5,1,1,1
1977,SAS,Doug Moe,82,44,38,2,0,2,1,1,1
1977,SEA,Bill Russell,82,40,42,0,0,0,1,4,0
1977,WSB,Dick Motta,82,48,34,9,4,5,1,1,1
1978,ATL,Hubie Brown,82,41,41,2,0,2,1,2,0
1978,BOS,Tom Heinsohn,34,11,23,0,0,0,1,9,0
1978,BOS,Tom Sanders,48,21,27,0,0,0,2,1,1
1978,BUF,Cotton Fitzsimmons,82,27,55,0,0,0,1,1,1
1978,CHI,Ed Badger,82,40,42,0,0,0,1,2,0
1978,CLE,Bill Fitch,82,43,39,2,0,2,1,8,0
1978,DEN,Larry Brown,82,48,34,13,6,7,1,4,0
1978,DET,Herb Brown,24,9,15,0,0,0,1,3,0
1978,DET,Bob Kauffman,58,29,29,0,0,0,2,1,1
1978,GSW,Al Attles,82,43,39,0,0,0,1,9,0
1978,HOU,Tom Nissalke,82,28,54,0,0,0,1,2,0
1978,IND,Slick Leonard,82,31,51,0,0,0,1,10,0
1978,KCK,Phil Johnson,37,13,24,0,0,0,1,5,0
1978,KCK,Larry Staverman,45,18,27,0,0,0,2,1,1
1978,LAL,Jerry West,82,45,37,3,1,2,1,2,0
1978,MIL,Don Nelson,82,44,38,9,5,4,1,2,0
1978,NJN,Kevin Loughery,82,24,58,0,0,0,1,5,0
1978,NOJ,Elgin Baylor,82,39,43,0,0,0,1,3,0
1978,NYK,Willis Reed,82,43,39,6,2,4,1,1,1
1978,PHI,Gene Shue,6,2,4,0,0,0,1,5,0
1978,PHI,Billy Cunningham,76,53,23,10,6,4,2,1,1
1978,PHO,John MacLeod,82,49,33,2,0,2,1,5,0
1978,POR,Jack Ramsay,82,58,24,6,2,4,1,2,0
1978,SAS,Doug Moe,82,52,30,6,2,4,1,2,0
1978,SEA,Bob Hopkins,22,5,17,0,0,0,1,1,1
1978,SEA,Lenny Wilkens,60,42,18,22,13,9,2,4,0
1978,WSB,Dick Motta,82,44,38,21,14,7,1,2,0
1979,ATL,Hubie Brown,82,46,36,9,5,4,1,3,0
1979,BOS,Tom Sanders,14,2,12,0,0,0,1,2,0
1979,BOS,Dave Cowens,68,27,41,0,0,0,2,1,1
1979,CHI,Larry Costello,56,20,36,0,0,0,1,1,1
1979,CHI,Scotty Robertson,26,11,15,0,0,0,2,1,1
1979,CLE,Bill Fitch,82,30,52,0,0,0,1,9,0
1979,DEN,Larry Brown,53,28,25,0,0,0,1,5,0
1979,DEN,Donnie Walsh,29,19,10,3,1,2,2,1,1
1979,DET,Dick Vitale,82,30,52,0,0,0,1,1,1
1979,GSW,Al Attles,82,38,44,0,0,0,1,10,0
1979,HOU,Tom Nissalke,82,47,35,2,0,2,1,3,0
1979,IND,Slick Leonard,82,38,44,0,0,0,1,11,0
1979,KCK,Cotton Fitzsimmons,82,48,34,5,1,4,1,1,1
1979,LAL,Jerry West,82,47,35,8,3,5,1,3,0
1979,MIL,Don Nelson,82,38,44,0,0,0,1,3,0
1979,NJN,Kevin Loughery,82,37,45,2,0,2,1,6,0
1979,NOJ,Elgin Baylor,82,26,56,0,0,0,1,4,0
1979,NYK,Willis Reed,14,6,8,0,0,0,1,2,0
1979,NYK,Red Holzman,68,25,43,0,0,0,2,11,0
1979,PHI,Billy Cunningham,82,47,35,9,5,4,1,2,0
1979,PHO,John MacLeod,82,50,32,15,9,6,1,6,0
1979,POR,Jack Ramsay,82,45,37,3,1,2,1,3,0
1979,SAS,Doug Moe,82,48,34,14,7,7,1,3,0
1979,SDC,Gene Shue,82,43,39,0,0,0,1,1,1
1979,SEA,Lenny Wilkens,82,52,30,17,12,5,1,5,0
1979,WSB,Dick Motta,82,54,28,19,9,10,1,3,0
1980,ATL,Hubie Brown,82,50,32,5,1,4,1,4,0
1980,BOS,Bill Fitch,82,61,21,9,5,4,1,1,1
1980,CHI,Jerry Sloan,82,30,52,0,0,0,1,1,1
1980,CLE,Stan Albeck,82,37,45,0,0,0,1,1,1
1980,DEN,Donnie Walsh,82,30,52,0,0,0,1,2,0
1980,DET,Dick Vitale,12,4,8,0,0,0,1,2,0
1980,DET,Richie Adubato,70,12,58,0,0,0,2,1,1
1980,GSW,Al Attles,61,18,43,0,0,0,1,11,0
1980,GSW,Johnny Bach,21,6,15,0,0,0,2,1,1
1980,HOU,Del Harris,82,41,41,7,2,5,1,1,1
1980,IND,Slick Leonard,82,37,45,0,0,0,1,12,0
1980,KCK,Cotton Fitzsimmons,82,47,35,3,1,2,1,2,0
1980,LAL,Jack McKinney,14,10,4,0,0,0,1,1,1
1980,LAL,Paul Westhead,68,50,18,16,12,4,2,1,1
1980,MIL,Don Nelson,82,49,33,7,3,4,1,4,0
1980,NJN,Kevin Loughery,82,34,48,0,0,0,1,7,0
1980,NYK,Red Holzman,82,39,43,0,0,0,1,12,0
1980,PHI,Billy Cunningham,82,59,23,18,12,6,1,3,0
1980,PHO,John MacLeod,82,55,27,8,3,5,1,7,0
1980,POR,Jack Ramsay,82,38,44,3,1,2,1,4,0
1980,SAS,Doug Moe,66,33,33,0,0,0,1,4,0
1980,SAS,Bob Bass,16,8,8,3,1,2,2,3,0
1980,SDC,Gene Shue,82,35,47,0,0,0,1,2,0
1980,SEA,Lenny Wilkens,82,56,26,15,7,8,1,6,0
1980,UTA,Tom Nissalke,82,24,58,0,0,0,1,1,1
1980,WSB,Dick Motta,82,39,43,2,0,2,1,4,0
1981,ATL,Hubie Brown,79,31,48,0,0,0,1,5,0
1981,ATL,Mike Fratello,3,0,3,0,0,0,2,1,1
1981,BOS,Bill Fitch,82,62,20,17,12,5,1,2,0
1981,CHI,Jerry Sloan,82,45,37,6,2,4,1,2,0
1981,CLE,Bill Musselman,71,25,46,0,0,0,1,1,1
1981,CLE,Don Delaney,11,3,8,0,0,0,2,1,1
1981,DAL,Dick Motta,82,15,67,0,0,0,1,1,1
1981,DEN,Donnie Walsh,31,11,20,0,0,0,1,3,0
1981,DEN,Doug Moe,51,26,25,0,0,0,2,1,1
1981,DET,Scotty Robertson,82,21,61,0,0,0,1,1,1
1981,GSW,Al Attles,82,39,43,0,0,0,1,12,0
1981,HOU,Del Harris,82,40,42,21,12,9,1,2,0
1981,IND,Jack McKinney,82,44,38,2,0,2,1,1,1
1981,KCK,Cotton Fitzsimmons,82,40,42,15,7,8,1,3,0
1981,LAL,Paul Westhead,82,54,28,3,1,2,1,2,0
1981,MIL,Don Nelson,82,60,22,7,3,4,1,5,0
1981,NJN,Kevin Loughery,35,12,23,0,0,0,1,8,0
1981,NJN,Bob MacKinnon,47,12,35,0,0,0,2,1,1
1981,NYK,Red Holzman,82,50,32,2,0,2,1,13,0
1981,PHI,Billy Cunningham,82,62,20,16,9,7,1,4,0
1981,PHO,John MacLeod,82,57,25,7,3,4,1,8,0
1981,POR,Jack Ramsay,82,45,37,3,1,2,1,5,0
1981,SAS,Stan Albeck,82,52,30,7,3,4,1,1,1
1981,SDC,Paul Silas,82,36,46,0,0,0,1,1,1
1981,SEA,Lenny Wilkens,82,34,48,0,0,0,1,7,0
1981,UTA,Tom Nissalke,82,28,54,0,0,0,1,2,0
1981,WSB,Gene Shue,82,39,43,0,0,0,1,8,0
1982,ATL,Kevin Loughery,82,42,40,2,0,2,1,1,1
1982,BOS,Bill Fitch,82,63,19,12,7,5,1,3,0
1982,CHI,Jerry Sloan,51,19,32,0,0,0,1,3,0
1982,CHI,Phil Johnson,1,0,1,0,0,0,2,1,1
1982,CHI,Rod Thorn,30,15,15,0,0,0,3,1,1
1982,CLE,Don Delaney,15,4,11,0,0,0,1,2,0
1982,CLE,Bob Kloppenburg,3,0,3,0,0,0,2,1,1
1982,CLE,Chuck Daly,41,9,32,0,0,0,3,1,1
1982,CLE,Bill Musselman,23,2,21,0,0,0,4,2,0
1982,DAL,Dick Motta,82,28,54,0,0,0,1,2,0
1982,DEN,Doug Moe,82,46,36,3,1,2,1,2,0
1982,DET,Scotty Robertson,82,39,43,0,0,0,1,2,0
1982,GSW,Al Attles,82,45,37,0,0,0,1,13,0
1982,HOU,Del Harris,82,46,36,3,1,2,1,3,0
1982,IND,Jack McKinney,82,35,47,0,0,0,1,2,0
1982,KCK,Cotton Fitzsimmons,82,30,52,0,0,0,1,4,0
1982,LAL,Paul Westhead,11,7,4,0,0,0,1,3,0
1982,LAL,Pat Riley,71,50,21,14,12,2,2,1,1
1982,MIL,Don Nelson,82,55,27,6,2,4,1,6,0
1982,NJN,Larry Brown,82,44,38,2,0,2,1,1,1
1982,NYK,Red Holzman,82,33,49,0,0,0,1,14,0
1982,PHI,Billy Cunningham,82,58,24,21,12,9,1,5,0
1982,PHO,John MacLeod,82,46,36,7,2,5,1,9,0
1982,POR,Jack Ramsay,82,42,40,0,0,0,1,6,0
1982,SAS,Stan Albeck,82,48,34,9,4,5,1,2,0
1982,SDC,Paul Silas,82,17,65,0,0,0,1,2,0
1982,SEA,Lenny Wilkens,82,52,30,8,3,5,1,8,0
1982,UTA,Tom Nissalke,20,8,12,0,0,0,1,3,0
1982,UTA,Frank Layden,62,17,45,0,0,0,2,1,1
1982,WSB,Gene Shue,82,43,39,7,3,4,1,9,0
1983,ATL,Kevin Loughery,82,43,39,3,1,2,1,2,0
1983,BOS,Bill Fitch,82,56,26,7,2,5,1,4,0
1983,CHI,Paul Westhead,82,28,54,0,0,0,1,1,1
1983,CLE,Tom Nissalke,82,23,59,0,0,0,1,1,1
1983,DAL,Dick Motta,82,38,44,0,0,0,1,3,0
1983,DEN,Doug Moe,82,45,37,8,3,5,1,3,0
1983,DET,Scotty Robertson,82,37,45,0,0,0,1,3,0
1983,GSW,Al Attles,82,30,52,0,0,0,1,14,0
1983,HOU,Del Harris,82,14,68,0,0,0,1,4,0
1983,IND,Jack McKinney,82,20,62,0,0,0,1,3,0
1983,KCK,Cotton Fitzsimmons,82,45,37,0,0,0,1,5,0
